teryt_pow,kat_wiek,total,males,females
1209,75 - 79,2663.0,1070,1593
1209,80 - 84,2404.0,837,1567
1209,85 i więcej,2095.0,552,1543
1210,0 - 4,13434.0,6833,6601
1210,5 - 9,13284.0,6791,6493
1210,10 - 14,14290.0,7373,6917
1210,15 - 19,13244.0,6807,6437
1210,20 - 24,14806.0,7574,7232
1210,25 - 29,16684.0,8614,8070
1210,30 - 34,16818.0,8726,8092
1210,35 - 39,16543.0,8412,8131
1210,40 - 44,15509.0,7777,7732
1210,45 - 49,14630.0,7358,7272
1210,50 - 54,13590.0,6887,6703
1210,55 - 59,13159.0,6727,6432
1210,60 - 64,12120.0,6156,5964
1210,65 - 69,9678.0,4672,5006
1210,70 - 74,7380.0,3280,4100
1210,75 - 79,4494.0,1790,2704
1210,80 - 84,3912.0,1355,2557
1210,85 i więcej,3574.0,993,2581
1211,0 - 4,10182.0,5219,4963
1211,5 - 9,10121.0,5112,5009
1211,10 - 14,11573.0,5939,5634
1211,15 - 19,10431.0,5279,5152
1211,20 - 24,12126.0,6194,5932
1211,25 - 29,14186.0,7220,6966
1211,30 - 34,14454.0,7345,7109
1211,35 - 39,15204.0,7580,7624
1211,40 - 44,14306.0,7189,7117
1211,45 - 49,13426.0,6660,6766
1211,50 - 54,12495.0,6236,6259
1211,55 - 59,11826.0,5926,5900
1211,60 - 64,11197.0,5531,5666
1211,65 - 69,9708.0,4563,5145
1211,70 - 74,7669.0,3313,4356
1211,75 - 79,4751.0,1908,2843
1211,80 - 84,4209.0,1419,2790
1211,85 i więcej,3556.0,1027,2529
1212,0 - 4,4644.0,2434,2210
1212,5 - 9,4988.0,2602,2386
1212,10 - 14,5703.0,2895,2808
1212,15 - 19,4799.0,2428,2371
1212,20 - 24,5404.0,2761,2643
1212,25 - 29,6576.0,3365,3211
1212,30 - 34,7543.0,3901,3642
1212,35 - 39,8813.0,4538,4275
1212,40 - 44,9107.0,4686,4421
1212,45 - 49,7937.0,3991,3946
1212,50 - 54,6515.0,3199,3316
1212,55 - 59,6758.0,3193,3565
1212,60 - 64,8330.0,3890,4440
1212,65 - 69,8009.0,3640,4369
1212,70 - 74,6179.0,2765,3414
1212,75 - 79,3218.0,1338,1880
1212,80 - 84,2678.0,933,1745
1212,85 i więcej,2671.0,776,1895
1213,0 - 4,7069.0,3710,3359
1213,5 - 9,7535.0,3878,3657
1213,10 - 14,8218.0,4167,4051
1213,15 - 19,7054.0,3692,3362
1213,20 - 24,7627.0,3917,3710
1213,25 - 29,9424.0,4756,4668
1213,30 - 34,10860.0,5673,5187
1213,35 - 39,12043.0,6152,5891
1213,40 - 44,12018.0,6175,5843
1213,45 - 49,10609.0,5293,5316
1213,50 - 54,9631.0,4795,4836
1213,55 - 59,9738.0,4771,4967
1213,60 - 64,11047.0,5233,5814
1213,65 - 69,9726.0,4408,5318
1213,70 - 74,7412.0,3057,4355
1213,75 - 79,4621.0,1762,2859
1213,80 - 84,3986.0,1400,2586
1213,85 i więcej,3435.0,1042,2393
1214,0 - 4,2065.0,1039,1026
1214,5 - 9,2077.0,1066,1011
1214,10 - 14,2255.0,1118,1137
1214,15 - 19,1954.0,1035,919
1214,20 - 24,2442.0,1245,1197
1214,25 - 29,3080.0,1562,1518
1214,30 - 34,3158.0,1660,1498
1214,35 - 39,3369.0,1757,1612
1214,40 - 44,3327.0,1683,1644
1214,45 - 49,3031.0,1581,1450
1214,50 - 54,2710.0,1337,1373
1214,55 - 59,2550.0,1295,1255
1214,60 - 64,2931.0,1461,1470
1214,65 - 69,2718.0,1243,1475
1214,70 - 74,2145.0,966,1179
1214,75 - 79,1281.0,501,780
1214,80 - 84,942.0,355,587
1214,85 i więcej,909.0,254,655
1215,0 - 4,4269.0,2242,2027
1215,5 - 9,4474.0,2326,2148
1215,10 - 14,5018.0,2552,2466
1215,15 - 19,4376.0,2238,2138
1215,20 - 24,5181.0,2665,2516
1215,25 - 29,6062.0,3130,2932
1215,30 - 34,6292.0,3312,2980
1215,35 - 39,6566.0,3350,3216
1215,40 - 44,6195.0,3169,3026
1215,45 - 49,5791.0,2900,2891
1215,50 - 54,5290.0,2686,2604
1215,55 - 59,5195.0,2647,2548
1215,60 - 64,5193.0,2625,2568
1215,65 - 69,4583.0,2213,2370
1215,70 - 74,3549.0,1602,1947
1215,75 - 79,2006.0,746,1260
1215,80 - 84,1847.0,613,1234
1215,85 i więcej,1674.0,452,1222
1216,0 - 4,10167.0,5202,4965
1216,5 - 9,10622.0,5416,5206
1216,10 - 14,11502.0,5895,5607
1216,15 - 19,10693.0,5498,5195
1216,20 - 24,12687.0,6437,6250
1216,25 - 29,15066.0,7795,7271
1216,30 - 34,15427.0,8027,7400
1216,35 - 39,15887.0,8120,7767
1216,40 - 44,15169.0,7704,7465
1216,45 - 49,14174.0,7062,7112
1216,50 - 54,13187.0,6753,6434
1216,55 - 59,13046.0,6722,6324
1216,60 - 64,12180.0,6084,6096
1216,65 - 69,10095.0,4984,5111
1216,70 - 74,7505.0,3318,4187
1216,75 - 79,4931.0,1906,3025
1216,80 - 84,4456.0,1590,2866
1216,85 i więcej,4129.0,1180,2949
1217,0 - 4,3428.0,1755,1673
1217,5 - 9,3662.0,1884,1778
1217,10 - 14,3746.0,1941,1805
1217,15 - 19,3502.0,1786,1716
1217,20 - 24,3831.0,1976,1855
1217,25 - 29,4625.0,2443,2182
1217,30 - 34,5055.0,2566,2489
1217,35 - 39,5384.0,2651,2733
1217,40 - 44,5086.0,2559,2527
1217,45 - 49,4620.0,2248,2372
1217,50 - 54,4260.0,2093,2167
1217,55 - 59,4283.0,2081,2202
1217,60 - 64,4367.0,2017,2350
1217,65 - 69,3994.0,1827,2167
1217,70 - 74,3090.0,1306,1784
1217,75 - 79,1873.0,724,1149
1217,80 - 84,1569.0,505,1064
1217,85 i więcej,1526.0,427,1099
1218,0 - 4,8644.0,4514,4130
1218,5 - 9,8658.0,4493,4165
1218,10 - 14,9381.0,4717,4664
1218,15 - 19,8261.0,4250,4011
1218,20 - 24,9122.0,4689,4433
1218,25 - 29,10722.0,5529,5193
1218,30 - 34,11878.0,6145,5733
1218,35 - 39,12655.0,6471,6184
1218,40 - 44,12406.0,6341,6065
1218,45 - 49,11436.0,5776,5660
1218,50 - 54,10046.0,5047,4999
1218,55 - 59,9868.0,4885,4983
1218,60 - 64,10341.0,4943,5398
1218,65 - 69,9104.0,4163,4941
1218,70 - 74,6686.0,2868,3818
1218,75 - 79,3959.0,1526,2433
1218,80 - 84,3282.0,1051,2231
1218,85 i więcej,2884.0,772,2112
1219,0 - 4,7795.0,4031,3764
1219,5 - 9,7871.0,4090,3781
1219,10 - 14,8413.0,4359,4054
1219,15 - 19,6702.0,3541,3161
1219,20 - 24,6841.0,3450,3391
1219,25 - 29,8306.0,4125,4181
1219,30 - 34,10010.0,4878,5132
1219,35 - 39,11927.0,5891,6036
1219,40 - 44,11492.0,5778,5714
1219,45 - 49,9719.0,4844,4875
1219,50 - 54,7888.0,3879,4009
1219,55 - 59,7124.0,3452,3672
1219,60 - 64,7831.0,3753,4078
1219,65 - 69,7288.0,3356,3932
1219,70 - 74,5150.0,2210,2940
1219,75 - 79,2881.0,1199,1682
1219,80 - 84,2194.0,761,1433
1219,85 i więcej,2046.0,581,1465
1461,0 - 4,2550.0,1279,1271
1461,5 - 9,2599.0,1326,1273
1461,10 - 14,2630.0,1338,1292
1461,15 - 19,2781.0,1365,1416
1461,20 - 24,2564.0,1316,1248
1461,25 - 29,2958.0,1522,1436
1461,30 - 34,3500.0,1781,1719
1461,35 - 39,4333.0,2247,2086
1461,40 - 44,4016.0,2068,1948
1461,45 - 49,3281.0,1614,1667
1461,50 - 54,3017.0,1426,1591
1461,55 - 59,3212.0,1416,1796
1461,60 - 64,4132.0,1775,2357
1461,65 - 69,4010.0,1700,2310
1461,70 - 74,2677.0,1160,1517
1461,75 - 79,1293.0,510,783
1461,80 - 84,973.0,353,620
1461,85 i więcej,854.0,262,592
1462,0 - 4,5301.0,2754,2547
1462,5 - 9,5683.0,2943,2740
1462,10 - 14,5953.0,3101,2852
1462,15 - 19,5378.0,2678,2700
1462,20 - 24,5515.0,2761,2754
1462,25 - 29,6462.0,3272,3190
1462,30 - 34,7565.0,3883,3682
1462,35 - 39,9575.0,4802,4773
1462,40 - 44,9914.0,4919,4995
1462,45 - 49,8718.0,4273,4445
1462,50 - 54,7442.0,3555,3887
1462,55 - 59,6925.0,3216,3709
1462,60 - 64,8003.0,3418,4585
1462,65 - 69,8835.0,3592,5243
1462,70 - 74,7518.0,3077,4441
1462,75 - 79,3980.0,1518,2462
1462,80 - 84,2695.0,951,1744
1462,85 i więcej,2111.0,593,1518
1463,0 - 4,9350.0,4768,4582
1463,5 - 9,9741.0,4959,4782
1463,10 - 14,10740.0,5604,5136
1463,15 - 19,9894.0,5098,4796
1463,20 - 24,10325.0,5257,5068
1463,25 - 29,12368.0,6326,6042
1463,30 - 34,14315.0,7433,6882
1463,35 - 39,17016.0,8827,8189
1463,40 - 44,16859.0,8562,8297
1463,45 - 49,14455.0,7126,7329
1463,50 - 54,12212.0,5893,6319
1463,55 - 59,12495.0,5729,6766
1463,60 - 64,15321.0,6764,8557
1463,65 - 69,15709.0,6637,9072
1463,70 - 74,11212.0,4335,6877
1463,75 - 79,6322.0,2342,3980
1463,80 - 84,4876.0,1512,3364
1463,85 i więcej,4881.0,1338,3543
1464,0 - 4,4823.0,2488,2335
1464,5 - 9,4521.0,2326,2195
1464,10 - 14,4318.0,2191,2127
1464,15 - 19,3874.0,2003,1871
1464,20 - 24,3506.0,1827,1679
1464,25 - 29,4411.0,2252,2159
1464,30 - 34,5778.0,2814,2964
1464,35 - 39,6906.0,3502,3404
1464,40 - 44,6339.0,3139,3200
1464,45 - 49,5098.0,2454,2644
1464,50 - 54,4038.0,1953,2085
1464,55 - 59,4098.0,1788,2310
1464,60 - 64,5197.0,2193,3004
1464,65 - 69,5572.0,2304,3268
1464,70 - 74,4097.0,1699,2398
1464,75 - 79,2164.0,826,1338
1464,80 - 84,1520.0,523,997
1464,85 i więcej,1385.0,377,1008
1465,0 - 4,104356.0,53764,50592
1465,5 - 9,94900.0,48830,46070
1465,10 - 14,92955.0,47859,45096
1465,15 - 19,69418.0,35329,34089
1465,20 - 24,61631.0,31221,30410
1465,25 - 29,81701.0,39318,42383
1465,30 - 34,140493.0,65073,75420
1465,35 - 39,178594.0,84127,94467
1465,40 - 44,167128.0,79367,87761
1465,45 - 49,137228.0,65518,71710
1465,50 - 54,93827.0,45141,48686
1465,55 - 59,84904.0,39682,45222
1465,60 - 64,107259.0,47042,60217
1465,65 - 69,120752.0,50651,70101
1465,70 - 74,96039.0,38384,57655
1465,75 - 79,56955.0,21077,35878
1465,80 - 84,47753.0,16090,31663
1465,85 i więcej,56825.0,17585,39240
1401,0 - 4,1909.0,998,911
1401,5 - 9,1835.0,967,868
1401,10 - 14,1986.0,1016,970
1401,15 - 19,1816.0,918,898
1401,20 - 24,2056.0,1086,970
1401,25 - 29,2592.0,1372,1220
1401,30 - 34,2402.0,1280,1122
1401,35 - 39,2482.0,1329,1153
1401,40 - 44,2498.0,1384,1114
1401,45 - 49,2226.0,1122,1104
1401,50 - 54,2011.0,1011,1000
1401,55 - 59,1895.0,985,910
1401,60 - 64,2111.0,1056,1055
1401,65 - 69,1978.0,992,986
1401,70 - 74,1446.0,588,858
1401,75 - 79,793.0,324,469
1401,80 - 84,610.0,206,404
1401,85 i więcej,586.0,157,429
1402,0 - 4,4352.0,2248,2104
1402,5 - 9,4563.0,2280,2283
1402,10 - 14,4671.0,2430,2241
1402,15 - 19,4391.0,2258,2133
1402,20 - 24,4888.0,2546,2342
1402,25 - 29,5922.0,3084,2838
1402,30 - 34,6474.0,3418,3056
1402,35 - 39,6815.0,3667,3148
1402,40 - 44,6463.0,3372,3091
1402,45 - 49,5728.0,2880,2848
1402,50 - 54,5431.0,2682,2749
1402,55 - 59,5896.0,2842,3054
1402,60 - 64,6898.0,3320,3578
1402,65 - 69,6092.0,2750,3342
1402,70 - 74,4376.0,1891,2485
1402,75 - 79,2090.0,783,1307
1402,80 - 84,1678.0,558,1120
1402,85 i więcej,1748.0,467,1281
1403,0 - 4,6662.0,3390,3272
1403,5 - 9,6527.0,3359,3168
1403,10 - 14,6534.0,3342,3192
1403,15 - 19,6062.0,3107,2955
1403,20 - 24,6607.0,3322,3285
1403,25 - 29,7967.0,4084,3883
1403,30 - 34,7912.0,4191,3721
1403,35 - 39,8455.0,4476,3979
1403,40 - 44,8011.0,4178,3833
1403,45 - 49,7269.0,3757,3512
1403,50 - 54,6283.0,3183,3100
1403,55 - 59,6208.0,3096,3112
1403,60 - 64,6769.0,3369,3400
1403,65 - 69,5949.0,2762,3187
1403,70 - 74,4418.0,1886,2532
1403,75 - 79,2559.0,1016,1543
1403,80 - 84,2032.0,682,1350
1403,85 i więcej,2176.0,568,1608
1404,0 - 4,1832.0,904,928
1404,5 - 9,1978.0,990,988
1404,10 - 14,2330.0,1226,1104
1404,15 - 19,2062.0,1081,981
1404,20 - 24,2507.0,1286,1221
1404,25 - 29,3027.0,1578,1449
1404,30 - 34,3035.0,1554,1481
1404,35 - 39,3406.0,1778,1628
1404,40 - 44,3274.0,1706,1568
1404,45 - 49,3285.0,1686,1599
1404,50 - 54,2828.0,1404,1424
1404,55 - 59,2825.0,1356,1469
1404,60 - 64,3388.0,1591,1797
1404,65 - 69,2916.0,1334,1582
1404,70 - 74,2447.0,1018,1429
1404,75 - 79,1316.0,533,783
1404,80 - 84,993.0,327,666
1404,85 i więcej,918.0,220,698
1405,0 - 4,5675.0,2942,2733
1405,5 - 9,6027.0,3109,2918
1405,10 - 14,6417.0,3310,3107
1405,15 - 19,5062.0,2683,2379
1405,20 - 24,4822.0,2427,2395
1405,25 - 29,5394.0,2709,2685
1405,30 - 34,6391.0,3145,3246
1405,35 - 39,8177.0,3951,4226
1405,40 - 44,8578.0,4138,4440
1405,45 - 49,7718.0,3790,3928
1405,50 - 54,5923.0,2917,3006
1405,55 - 59,5245.0,2517,2728
1405,60 - 64,6004.0,2776,3228
1405,65 - 69,6033.0,2703,3330
1405,70 - 74,4435.0,1857,2578
1405,75 - 79,2515.0,976,1539
1405,80 - 84,1872.0,629,1243
1405,85 i więcej,1832.0,522,1310
1406,0 - 4,5185.0,2651,2534
1406,5 - 9,5188.0,2654,2534
1406,10 - 14,5476.0,2812,2664
1406,15 - 19,4865.0,2536,2329
1406,20 - 24,5238.0,2765,2473
1406,25 - 29,6369.0,3274,3095
1406,30 - 34,6485.0,3295,3190
1406,35 - 39,7562.0,3890,3672
1406,40 - 44,7785.0,3959,3826
1406,45 - 49,7079.0,3677,3402
1406,50 - 54,5939.0,2965,2974
1406,55 - 59,5725.0,2797,2928
1406,60 - 64,6757.0,3237,3520
1406,65 - 69,6591.0,3058,3533
1406,70 - 74,4715.0,2098,2617
1406,75 - 79,2634.0,1002,1632
1406,80 - 84,2085.0,693,1392
1406,85 i więcej,1984.0,565,1419
1407,0 - 4,2698.0,1416,1282
1407,5 - 9,2843.0,1442,1401
1407,10 - 14,3074.0,1574,1500
1407,15 - 19,2882.0,1526,1356
1407,20 - 24,3416.0,1776,1640
1407,25 - 29,4148.0,2131,2017
1407,30 - 34,4065.0,2185,1880
1407,35 - 39,4513.0,2401,2112
1407,40 - 44,4373.0,2325,2048
1407,45 - 49,4110.0,2118,1992
1407,50 - 54,3522.0,1772,1750
1407,55 - 59,3496.0,1721,1775
1407,60 - 64,4475.0,2145,2330
1407,65 - 69,4543.0,2088,2455
1407,70 - 74,3155.0,1407,1748
1407,75 - 79,1566.0,633,933
1407,80 - 84,1195.0,399,796
1407,85 i więcej,1289.0,322,967
1408,0 - 4,6390.0,3285,3105
1408,5 - 9,7029.0,3590,3439
1408,10 - 14,8219.0,4236,3983
1408,15 - 19,6400.0,3333,3067
1408,20 - 24,5907.0,3022,2885
1408,25 - 29,6274.0,3196,3078
1408,30 - 34,7606.0,3797,3809
1408,35 - 39,10208.0,4963,5245
1408,40 - 44,12020.0,5786,6234
1408,45 - 49,10103.0,5003,5100
1408,50 - 54,6992.0,3502,3490
1408,55 - 59,6099.0,2966,3133
1408,60 - 64,6869.0,3032,3837
1408,65 - 69,7926.0,3470,4456
1408,70 - 74,6103.0,2582,3521
1408,75 - 79,2827.0,1150,1677
1408,80 - 84,1950.0,672,1278
1408,85 i więcej,1732.0,516,1216
1409,0 - 4,1447.0,745,702
1409,5 - 9,1543.0,803,740
1409,10 - 14,1669.0,829,840
1409,15 - 19,1557.0,776,781
1409,20 - 24,1733.0,896,837
1409,25 - 29,2346.0,1239,1107
1409,30 - 34,2290.0,1295,995
1409,35 - 39,2460.0,1319,1141
1409,40 - 44,2343.0,1257,1086
1409,45 - 49,2166.0,1105,1061
1409,50 - 54,2109.0,1099,1010
1409,55 - 59,2251.0,1136,1115
1409,60 - 64,2546.0,1251,1295
1409,65 - 69,2359.0,1097,1262
1409,70 - 74,1829.0,795,1034
1409,75 - 79,1086.0,439,647
1409,80 - 84,822.0,257,565
1409,85 i więcej,872.0,229,643
1410,0 - 4,1502.0,783,719
1410,5 - 9,1588.0,801,787
1410,10 - 14,1669.0,869,800
1410,15 - 19,1398.0,699,699
1410,20 - 24,1782.0,910,872
1410,25 - 29,2220.0,1131,1089
1410,30 - 34,2231.0,1249,982
1410,35 - 39,2176.0,1167,1009
1410,40 - 44,2035.0,1095,940
1410,45 - 49,1913.0,999,914
1410,50 - 54,1788.0,927,861
1410,55 - 59,1942.0,981,961
1410,60 - 64,2149.0,1064,1085
1410,65 - 69,1858.0,899,959
1410,70 - 74,1553.0,666,887
1410,75 - 79,925.0,353,572
1410,80 - 84,794.0,280,514
1410,85 i więcej,824.0,207,617
1411,0 - 4,2174.0,1119,1055
1411,5 - 9,2307.0,1183,1124
1411,10 - 14,2493.0,1242,1251
1411,15 - 19,2330.0,1177,1153
1411,20 - 24,2703.0,1415,1288
1411,25 - 29,3257.0,1695,1562
1411,30 - 34,3040.0,1639,1401
1411,35 - 39,3271.0,1754,1517
1411,40 - 44,3099.0,1646,1453
1411,45 - 49,2789.0,1472,1317
1411,50 - 54,2730.0,1414,1316
1411,55 - 59,2866.0,1439,1427
1411,60 - 64,3160.0,1590,1570
1411,65 - 69,2865.0,1363,1502
1411,70 - 74,2171.0,959,1212
1411,75 - 79,1015.0,397,618
1411,80 - 84,981.0,337,644
1411,85 i więcej,995.0,254,741
1412,0 - 4,8838.0,4621,4217
1412,5 - 9,9245.0,4733,4512
1412,10 - 14,9667.0,4905,4762
1412,15 - 19,8029.0,4060,3969
1412,20 - 24,8424.0,4350,4074
1412,25 - 29,9517.0,4837,4680
1412,30 - 34,10779.0,5479,5300
1412,35 - 39,12857.0,6475,6382
1412,40 - 44,12774.0,6435,6339
1412,45 - 49,11455.0,5750,5705
1412,50 - 54,9178.0,4593,4585
1412,55 - 59,8766.0,4297,4469
1412,60 - 64,9769.0,4715,5054
1412,65 - 69,9055.0,4124,4931
1412,70 - 74,6626.0,2830,3796
1412,75 - 79,3837.0,1442,2395
1412,80 - 84,3076.0,1027,2049
1412,85 i więcej,3096.0,858,2238
1413,0 - 4,3576.0,1836,1740
1413,5 - 9,3601.0,1847,1754
1413,10 - 14,4085.0,2047,2038
1413,15 - 19,3631.0,1829,1802
1413,20 - 24,4438.0,2264,2174
1413,25 - 29,5272.0,2750,2522
1413,30 - 34,5223.0,2726,2497
1413,35 - 39,5710.0,2967,2743
1413,40 - 44,5230.0,2718,2512
1413,45 - 49,4770.0,2447,2323
1413,50 - 54,4509.0,2298,2211
1413,55 - 59,4653.0,2291,2362
1413,60 - 64,5079.0,2505,2574
1413,65 - 69,4222.0,1891,2331
1413,70 - 74,3314.0,1386,1928
1413,75 - 79,1685.0,623,1062
1413,80 - 84,1505.0,481,1024
1413,85 i więcej,1475.0,358,1117
1414,0 - 4,3980.0,2018,1962
1414,5 - 9,4176.0,2190,1986
1414,10 - 14,4541.0,2374,2167
1414,15 - 19,3859.0,1937,1922
1414,20 - 24,4138.0,2145,1993
1414,25 - 29,4883.0,2441,2442
1414,30 - 34,5576.0,2866,2710
1414,35 - 39,6772.0,3402,3370
1414,40 - 44,6461.0,3279,3182
1414,45 - 49,5832.0,2962,2870
1414,50 - 54,4674.0,2345,2329
1414,55 - 59,4719.0,2267,2452
1414,60 - 64,5674.0,2695,2979
1414,65 - 69,5258.0,2409,2849
1414,70 - 74,3778.0,1650,2128
1414,75 - 79,1852.0,703,1149
1414,80 - 84,1432.0,455,977
1414,85 i więcej,1417.0,421,996
1415,0 - 4,4753.0,2458,2295
1415,5 - 9,4822.0,2503,2319
1415,10 - 14,5454.0,2803,2651
1415,15 - 19,4694.0,2473,2221
1415,20 - 24,5972.0,3131,2841
1415,25 - 29,7106.0,3741,3365
1415,30 - 34,6742.0,3669,3073
1415,35 - 39,6807.0,3568,3239
1415,40 - 44,6273.0,3296,2977
1415,45 - 49,5940.0,3100,2840
1415,50 - 54,5855.0,3048,2807
1415,55 - 59,5855.0,3092,2763
1415,60 - 64,5451.0,2835,2616
1415,65 - 69,4276.0,2097,2179
1415,70 - 74,2963.0,1327,1636
1415,75 - 79,1795.0,668,1127
1415,80 - 84,1834.0,602,1232
1415,85 i więcej,1789.0,440,1349
1416,0 - 4,3410.0,1696,1714
1416,5 - 9,3421.0,1770,1651
1416,10 - 14,3867.0,2002,1865
1416,15 - 19,3604.0,1837,1767
1416,20 - 24,4430.0,2257,2173
1416,25 - 29,5120.0,2575,2545
1416,30 - 34,5063.0,2682,2381
1416,35 - 39,5308.0,2846,2462
1416,40 - 44,5121.0,2726,2395
1416,45 - 49,4770.0,2446,2324
1416,50 - 54,4468.0,2256,2212
1416,55 - 59,4536.0,2299,2237
1416,60 - 64,5046.0,2495,2551
1416,65 - 69,4446.0,2115,2331
1416,70 - 74,3343.0,1420,1923
1416,75 - 79,2011.0,807,1204
1416,80 - 84,1712.0,629,1083
1416,85 i więcej,1848.0,465,1383
1417,0 - 4,6625.0,3342,3283
1417,5 - 9,6855.0,3528,3327
1417,10 - 14,7585.0,3847,3738
1417,15 - 19,6258.0,3181,3077
1417,20 - 24,6063.0,3137,2926
1417,25 - 29,7061.0,3617,3444
1417,30 - 34,8024.0,4135,3889
1417,35 - 39,9740.0,4796,4944
1417,40 - 44,10174.0,5001,5173
1417,45 - 49,9481.0,4704,4777
1417,50 - 54,7730.0,3771,3959
1417,55 - 59,7224.0,3471,3753
1417,60 - 64,8299.0,3820,4479
1417,65 - 69,7766.0,3495,4271
1417,70 - 74,5996.0,2490,3506
1417,75 - 79,3699.0,1354,2345
1417,80 - 84,2831.0,961,1870
1417,85 i więcej,2760.0,797,1963
1418,0 - 4,11863.0,6114,5749
1418,5 - 9,11842.0,6090,5752
1418,10 - 14,13138.0,6720,6418
1418,15 - 19,10662.0,5406,5256
1418,20 - 24,9030.0,4612,4418
1418,25 - 29,9940.0,4848,5092
1418,30 - 34,12432.0,5993,6439
1418,35 - 39,16202.0,7744,8458
1418,40 - 44,18234.0,8684,9550
1418,45 - 49,16524.0,8030,8494
1418,50 - 54,11921.0,5902,6019
1418,55 - 59,9774.0,4714,5060
1418,60 - 64,10684.0,4906,5778
1418,65 - 69,10760.0,4751,6009
1418,70 - 74,8337.0,3552,4785
1418,75 - 79,4512.0,1819,2693
1418,80 - 84,3223.0,1185,2038
1418,85 i więcej,2827.0,878,1949
1419,0 - 4,5112.0,2591,2521
1419,5 - 9,5471.0,2792,2679
1419,10 - 14,6401.0,3262,3139
1419,15 - 19,5869.0,3073,2796
1419,20 - 24,6755.0,3517,3238
1419,25 - 29,8118.0,4185,3933
1419,30 - 34,7841.0,4054,3787
1419,35 - 39,8347.0,4362,3985
1419,40 - 44,8563.0,4402,4161
1419,45 - 49,8559.0,4433,4126
1419,50 - 54,7554.0,3780,3774
1419,55 - 59,6866.0,3440,3426
1419,60 - 64,6989.0,3475,3514
1419,65 - 69,6248.0,2952,3296
1419,70 - 74,5070.0,2185,2885
1419,75 - 79,2696.0,1058,1638
1419,80 - 84,2049.0,697,1352
1419,85 i więcej,1996.0,518,1478
1420,0 - 4,4284.0,2162,2122
1420,5 - 9,4288.0,2174,2114
1420,10 - 14,4842.0,2451,2391
1420,15 - 19,4481.0,2340,2141
1420,20 - 24,5047.0,2621,2426
1420,25 - 29,6002.0,3060,2942
1420,30 - 34,5973.0,3129,2844
1420,35 - 39,6674.0,3500,3174
1420,40 - 44,6610.0,3502,3108
1420,45 - 49,6049.0,3083,2966
1420,50 - 54,5284.0,2682,2602
1420,55 - 59,5392.0,2641,2751
1420,60 - 64,5999.0,2926,3073
1420,65 - 69,5628.0,2549,3079
1420,70 - 74,4156.0,1766,2390
1420,75 - 79,2186.0,821,1365
1420,80 - 84,1757.0,574,1183
1420,85 i więcej,1722.0,459,1263
1421,0 - 4,9398.0,4790,4608
1421,5 - 9,9698.0,4985,4713
1421,10 - 14,10097.0,5226,4871
1421,15 - 19,8046.0,4133,3913
1421,20 - 24,7518.0,3829,3689
1421,25 - 29,8432.0,4222,4210
1421,30 - 34,10446.0,5153,5293
1421,35 - 39,14607.0,7018,7589
1421,40 - 44,15114.0,7291,7823
1421,45 - 49,13205.0,6456,6749
1421,50 - 54,10112.0,4960,5152
1421,55 - 59,8978.0,4271,4707
1421,60 - 64,10368.0,4713,5655
1421,65 - 69,10696.0,4623,6073
1421,70 - 74,8329.0,3423,4906
1421,75 - 79,4919.0,1891,3028
1421,80 - 84,3744.0,1377,2367
1421,85 i więcej,3405.0,1064,2341
1422,0 - 4,2816.0,1478,1338
1422,5 - 9,2796.0,1466,1330
1422,10 - 14,3072.0,1564,1508
1422,15 - 19,2827.0,1403,1424
1422,20 - 24,3176.0,1623,1553
1422,25 - 29,3686.0,1924,1762
1422,30 - 34,3766.0,2047,1719
1422,35 - 39,3864.0,2024,1840
1422,40 - 44,3647.0,1940,1707
1422,45 - 49,3396.0,1802,1594
1422,50 - 54,3134.0,1639,1495
1422,55 - 59,3371.0,1721,1650
1422,60 - 64,3554.0,1737,1817
1422,65 - 69,3096.0,1463,1633
1422,70 - 74,2259.0,974,1285
1422,75 - 79,1185.0,439,746
1422,80 - 84,1125.0,367,758
1422,85 i więcej,1089.0,285,804
1423,0 - 4,1894.0,994,900
1423,5 - 9,1949.0,1001,948
1423,10 - 14,2060.0,1065,995
1423,15 - 19,2188.0,1073,1115
1423,20 - 24,2504.0,1261,1243
1423,25 - 29,3023.0,1574,1449
1423,30 - 34,2891.0,1556,1335
1423,35 - 39,3003.0,1616,1387
1423,40 - 44,2840.0,1555,1285
1423,45 - 49,2704.0,1419,1285
1423,50 - 54,2528.0,1287,1241
1423,55 - 59,2740.0,1414,1326
1423,60 - 64,2964.0,1515,1449
1423,65 - 69,2443.0,1173,1270
1423,70 - 74,1877.0,812,1065
1423,75 - 79,1195.0,457,738
1423,80 - 84,1040.0,296,744
1423,85 i więcej,1076.0,269,807
1424,0 - 4,2747.0,1442,1305
1424,5 - 9,2746.0,1411,1335
1424,10 - 14,2880.0,1495,1385
1424,15 - 19,2653.0,1358,1295
1424,20 - 24,3102.0,1582,1520
1424,25 - 29,3715.0,1837,1878
1424,30 - 34,3759.0,1969,1790
1424,35 - 39,4001.0,2100,1901
1424,40 - 44,3959.0,2046,1913
1424,45 - 49,3546.0,1850,1696
1424,50 - 54,3107.0,1618,1489
1424,55 - 59,3056.0,1514,1542
1424,60 - 64,3593.0,1769,1824
1424,65 - 69,3050.0,1396,1654
1424,70 - 74,2424.0,1038,1386
1424,75 - 79,1202.0,457,745
1424,80 - 84,1084.0,349,735
1424,85 i więcej,963.0,258,705
1425,0 - 4,7892.0,4062,3830
1425,5 - 9,8195.0,4279,3916
